entity,type,link,KEGG_ID,alias,credibilities
ATP2B1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:490,hsa:490,"ATP2B1, PMCA1, PMCA1kb; ATPase plasma membrane Ca2+ transporting 1",16
NSF,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4905,hsa:4905,"NSF, DEE96, SEC18, SKD2; N-ethylmaleimide sensitive factor, vesicle fusing ATPase
",16
NT5E,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4907,hsa:4907,"NT5E, CALJA, CD73, E5NT, NT, NT5, NTE, eN, eNT; 5'-nucleotidase ecto",187
NTF3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4908,hsa:4908,"NTF3, HDNF, NGF-2, NGF2, NT-3, NT3; neurotrophin 3",77
NTF4,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4909,hsa:4909,"NTF4, GLC10, GLC1O, NT-4, NT-4/5, NT-5, NT4, NT5, NTF5; neurotrophin 4",73
ATP2B2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:491,hsa:491,"ATP2B2, PMCA2, PMCA2a, PMCA2i; ATPase plasma membrane Ca2+ transporting 2",16
NTRK1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4914,hsa:4914,"NTRK1, MTC, TRK, TRK1, TRKA, Trk-A, p140-TrkA; neurotrophic receptor tyrosine kinase 1
",256
NTRK2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4915,hsa:4915,"NTRK2, DEE58, EIEE58, GP145-TrkB, OBHD, TRKB, trk-B; neurotrophic receptor tyrosine kinase 2",216
NTRK3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4916,hsa:4916,"NTRK3, GP145-TrkC, TRKC, gp145(trkC); neurotrophic receptor tyrosine kinase 3
",62
ROR1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4919,hsa:4919,"ROR1, NTRKR1, dJ537F10.1; receptor tyrosine kinase like orphan receptor 1",10
ATP2B3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:492,hsa:492,"ATP2B3, CFAP39, CLA2, OPCA, PMCA3, PMCA3a, SCAX1; ATPase plasma membrane Ca2+ transporting 3",16
ROR2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4920,hsa:4920,"ROR2, BDB, BDB1, NTRKR2; receptor tyrosine kinase like orphan receptor 2
",10
NTS,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4922,hsa:4922,"NTS, NMN-125, NN, NT, NT/N, NTS1; neurotensin
",2
NTSR1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4923,hsa:4923,"NTSR1, NTR; neurotensin receptor 1",5
NR4A2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4929,hsa:4929,"NR4A2, HZF-3, NOT, NURR1, RNR1, TINUR; nuclear receptor subfamily 4 group A member 2
",9
ATP2B4,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:493,hsa:493,"ATP2B4, ATP2B2, MXRA1, PMCA4, PMCA4b, PMCA4x; ATPase plasma membrane Ca2+ transporting 4
",16
OAS1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4938,hsa:4938,"OAS1, E18/E16, IFI-4, OIAS, OIASI; 2'-5'-oligoadenylate synthetase 1",9
GPX8,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:493869,hsa:493869,"GPX8, EPLA847, GPx-8, GSHPx-8, UNQ847; glutathione peroxidase 8 (putative)
",43
OAS2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4939,hsa:4939,OAS2; 2'-5'-oligoadenylate synthetase 2,9
PHOSPHO2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:493911,hsa:493911,"PHOSPHO2; phosphatase, orphan 2",10
OAS3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4940,hsa:4940,"OAS3, p100, p100OAS; 2'-5'-oligoadenylate synthetase 3
",9
CHAC2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:494143,hsa:494143,"CHAC2, GCG1; ChaC glutathione specific gamma-glutamylcyclotransferase 2",55
OAT,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4942,hsa:4942,"OAT, GACR, HOGA, OATASE, OKT; ornithine aminotransferase
",6
WEE2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:494551,hsa:494551,"WEE2, OOMD5, WEE1B; WEE2 oocyte meiosis inhibiting kinase",8
ATP4A,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:495,hsa:495,"ATP4A, ATP6A; ATPase H+/K+ transporting subunit alpha",3
OCRL,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4952,hsa:4952,"OCRL, DENT2, Dent-2, INPP5F, LOCR, NPHL2, OCRL-1, OCRL1; OCRL inositol polyphosphate-5-phosphatase",97
ODC1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4953,hsa:4953,"ODC1, BABS, NEDBA, NEDBIA, ODC; ornithine decarboxylase 1
",10
ATP4B,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:496,hsa:496,"ATP4B, ATP6B; ATPase H+/K+ transporting subunit beta
",3
OGDH,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4967,hsa:4967,"OGDH, AKGDH, E1k, KGD1, OGDC, OGDH2, OGDHD; oxoglutarate dehydrogenase",11
OLR1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4973,hsa:4973,"OLR1, CLEC8A, LOX1, LOXIN, SCARE1, SLOX1; oxidized low density lipoprotein receptor 1
",23
OPA1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4976,hsa:4976,"OPA1, BERHS, MGM1, MTDPS14, NPG, NTG, largeG; OPA1 mitochondrial dynamin like GTPase
",1
ATP5F1A,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:498,hsa:498,"ATP5F1A, ATP5A, ATP5A1, ATP5AL2, ATPM, COXPD22, HEL-S-123m, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase F1 subunit alpha",3
TNFRSF11B,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4982,hsa:4982,"TNFRSF11B, OCIF, OPG, PDB5, TR1; TNF receptor superfamily member 11b
",2
OPRD1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4985,hsa:4985,"OPRD1, DOP, DOR, DOR1, OPRD; opioid receptor delta 1
",14
OPRK1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4986,hsa:4986,"OPRK1, K-OR-1, KOP, KOR, KOR-1, KOR1, OPRK; opioid receptor kappa 1",6
CLDN20,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:49861,hsa:49861,CLDN20; claudin 20,241
OPRL1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4987,hsa:4987,"OPRL1, KOR-3, KOR3, NOCIR, NOP, NOPr, OOR, OPRL, ORL1, PNOCR; opioid related nociceptin receptor 1",6
OPRM1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4988,hsa:4988,"OPRM1, LMOR, M-OR-1, MOP, MOR, MOR1, OPRM; opioid receptor mu 1
",74
OR1D2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4991,hsa:4991,"OR1D2, OLFR1, OR17-4; olfactory receptor family 1 subfamily D member 2
",22
OR1F1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4992,hsa:4992,"OR1F1, OLFMF, OR16-36, OR16-37, OR16-88, OR16-89, OR16-90, OR1F10, OR1F13P, OR1F4, OR1F5, OR1F6, OR1F7, OR1F8, OR1F9, OR3-145, ORL1023; olfactory receptor family 1 subfamily F member 1
",22
OR2C1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4993,hsa:4993,"OR2C1, OLFmf3, OR2C2P; olfactory receptor family 2 subfamily C member 1
",22
OR3A1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4994,hsa:4994,"OR3A1, OLFRA03, OR17-40, OR17-82, OR40; olfactory receptor family 3 subfamily A member 1
",22
OR3A2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:4995,hsa:4995,"OR3A2, OLFRA04, OR17-14, OR17-228, OR228; olfactory receptor family 3 subfamily A member 2
",22
ACO2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50,hsa:50,"ACO2, ACONM, HEL-S-284, ICRD, OCA8, OPA9; aconitase 2
",8
OSM,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5008,hsa:5008,OSM; oncostatin M,45
OTC,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5009,hsa:5009,"OTC, OCTD, OTCD; ornithine transcarbamylase
",12
ALDH7A1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:501,hsa:501,"ALDH7A1, ATQ1, EPD, PDE; aldehyde dehydrogenase 7 family member A1
",85
CLDN11,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5010,hsa:5010,"CLDN11, HLD22, OSP, OTM; claudin 11",241
OXCT1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5019,hsa:5019,"OXCT1, OXCT, SCOT; 3-oxoacid CoA-transferase 1",17
OXT,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5020,hsa:5020,"OXT, OT, OT-NPI, OXT-NPI; oxytocin/neurophysin I prepropeptide
",27
OXTR,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5021,hsa:5021,"OXTR, OT-R, OTR; oxytocin receptor",56
P2RX1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5023,hsa:5023,"P2RX1, P2X1; purinergic receptor P2X 1",6
P2RX3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5024,hsa:5024,"P2RX3, P2X3; purinergic receptor P2X 3",5
P2RX4,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5025,hsa:5025,"P2RX4, P2X4, P2X4R; purinergic receptor P2X 4",4
P2RX5,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5026,hsa:5026,"P2RX5, LRH-1, P2X5, P2X5R; purinergic receptor P2X 5",4
P2RX7,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5027,hsa:5027,"P2RX7, P2X7; purinergic receptor P2X 7",5
P2RY1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5028,hsa:5028,"P2RY1, P2Y1, SARCC; purinergic receptor P2Y1",9
P2RY2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5029,hsa:5029,"P2RY2, HP2U, P2RU1, P2U, P2U1, P2UR, P2Y2, P2Y2R; purinergic receptor P2Y2
",6
P2RY4,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5030,hsa:5030,"P2RY4, NRU, P2P, P2Y4, UNR; pyrimidinergic receptor P2Y4",5
P2RY6,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5031,hsa:5031,"P2RY6, P2Y6; pyrimidinergic receptor P2Y6",4
P2RY11,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5032,hsa:5032,"P2RY11, P2Y11; purinergic receptor P2Y11",4
P4HA1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5033,hsa:5033,"P4HA1, P4HA; prolyl 4-hydroxylase subunit alpha 1",11
P4HB,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5034,hsa:5034,"P4HB, CLCRP1, DSI, ERBA2L, GIT, P4Hbeta, PDI, PDIA1, PHDB, PO4DB, PO4HB, PROHB; prolyl 4-hydroxylase subunit beta",2
OR8U8,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:504189,hsa:504189,"OR8U8; olfactory receptor family 8 subfamily U member 8
",22
OR8U9,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:504190,hsa:504190,"OR8U9; olfactory receptor family 8 subfamily U member 9
",22
OR9G9,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:504191,hsa:504191,"OR9G9, OR9G1; olfactory receptor family 9 subfamily G member 9
",22
PABPC3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5042,hsa:5042,"PABPC3, PABP3, PABPL3, tPABP; poly(A) binding protein cytoplasmic 3",15
PAFAH1B1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5048,hsa:5048,"PAFAH1B1, LIS1, LIS2, MDCR, MDS, NudF, PAFAH; platelet activating factor acetylhydrolase 1b regulatory subunit 1",25
RRM2B,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50484,hsa:50484,"RRM2B, MTDPS8A, MTDPS8B, P53R2, RCDFRD; ribonucleotide reductase regulatory TP53 inducible subunit M2B",122
PLA2G3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50487,hsa:50487,"PLA2G3, GIII-SPLA2, SPLA2III, sPLA2-III; phospholipase A2 group III",104
PAFAH1B2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5049,hsa:5049,"PAFAH1B2, HEL-S-303; platelet activating factor acetylhydrolase 1b catalytic subunit 2",25
PAFAH1B3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5050,hsa:5050,"PAFAH1B3, PAFAHG; platelet activating factor acetylhydrolase 1b catalytic subunit 3",25
DUOX2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50506,hsa:50506,"DUOX2, LNOX2, NOXEF2, P138-TOX, TDH6, THOX2; dual oxidase 2",1
NOX4,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50507,hsa:50507,"NOX4, KOX, KOX-1, RENOX; NADPH oxidase 4
",18
PAFAH2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5051,hsa:5051,"PAFAH2, HSD-PLA2; platelet activating factor acetylhydrolase 2",25
SYCP3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50511,hsa:50511,"SYCP3, COR1, RPRGL4, SCP3, SPGF4; synaptonemal complex protein 3
",1
PRDX1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5052,hsa:5052,"PRDX1, MSP23, NKEF-A, NKEFA, PAG, PAGA, PAGB, PRX1, PRXI, TDPX2; peroxiredoxin 1
",1
PAH,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5053,hsa:5053,"PAH, PH, PKU, PKU1; phenylalanine hydroxylase
",37
SERPINE1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5054,hsa:5054,"SERPINE1, PAI, PAI-1, PAI1, PLANH1; serpin family E member 1
",11
SERPINB2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5055,hsa:5055,"SERPINB2, HsT1201, PAI, PAI-2, PAI2, PLANH2; serpin family B member 2
",2
PAK1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5058,hsa:5058,"PAK1, IDDMSSD, PAKalpha, alpha-PAK, p65-PAK; p21 (RAC1) activated kinase 1",128
ATP5F1B,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:506,hsa:506,"ATP5F1B, ATP5B, ATPMB, ATPSB, HEL-S-271; ATP synthase F1 subunit beta",3
IL20,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50604,hsa:50604,"IL20, IL-20, IL10D, ZCYTO10; interleukin 20",45
GALNT9,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50614,hsa:50614,"GALNT9, GALNAC-T9, GALNACT9; polypeptide N-acetylgalactosaminyltransferase 9",6
IL21R,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50615,hsa:50615,"IL21R, CD360, IMD56, NILR; interleukin 21 receptor
",63
IL22,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50616,hsa:50616,"IL22, IL-21, IL-22, IL-D110, IL-TIF, ILTIF, TIFIL-23, TIFa, zcyto18; interleukin 22",52
ATP6V0A4,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50617,hsa:50617,"ATP6V0A4, A4, ATP6N1B, ATP6N2, DRTA3, RDRTA2, RTA1C, RTADR, STV1, VPH1, VPP2; ATPase H+ transporting V0 subunit a4",8
PAK2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5062,hsa:5062,"PAK2, PAK65, PAKgamma; p21 (RAC1) activated kinase 2",76
PAK3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5063,hsa:5063,"PAK3, ARA, MRX30, MRX47, OPHN3, PAK-3, PAK3beta, XLID30, bPAK, beta-PAK; p21 (RAC1) activated kinase 3",77
CALY,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50632,hsa:50632,"CALY, DRD1IP, NSG3; calcyon neuron specific vesicular protein
",1
ARHGEF4,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50649,hsa:50649,"ARHGEF4, ASEF, ASEF1, GEF4, SMIM39, STM6; Rho guanine nucleotide exchange factor 4
",5
NEUROG3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50674,hsa:50674,"NEUROG3, Atoh5, Math4B, NGN-3, bHLHa7, ngn3; neurogenin 3
",6
RDH8,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50700,hsa:50700,"RDH8, PRRDH, SDR28C2; retinol dehydrogenase 8",12
PRKN,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5071,hsa:5071,"PRKN, AR-JP, LPRS2, PARK2, PDJ; parkin RBR E3 ubiquitin protein ligase
",50
PAX4,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5078,hsa:5078,"PAX4, KPD, MODY9; paired box 4
",1
PAX6,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5080,hsa:5080,"PAX6, AN, AN1, AN2, ASGD5, D11S812E, FVH1, MGDA, WAGR; paired box 6
",5
ASAP1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50807,hsa:50807,"ASAP1, AMAP1, CENTB4, DDEF1, PAG2, PAP, ZG14P; ArfGAP with SH3 domain, ankyrin repeat and PH domain 1",1
AK3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50808,hsa:50808,"AK3, AK3L1, AK6, AKL3L, AKL3L1, FIX; adenylate kinase 3
",48
NSDHL,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50814,hsa:50814,"NSDHL, H105E3, SDR31E1, XAP104; NAD(P) dependent steroid dehydrogenase-like
",4
DHH,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50846,hsa:50846,"DHH, GDMN, GDXYM, HHG-3, SRXY7; desert hedgehog signaling molecule",8
F11R,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50848,hsa:50848,"F11R, CD321, JAM, JAM1, JAMA, JCAM, KAT, PAM-1; F11 receptor
",24
PARD6A,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50855,hsa:50855,"PARD6A, PAR-6A, PAR6, PAR6C, PAR6alpha, TAX40, TIP-40; par-6 family cell polarity regulator alpha",10
PBX1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5087,hsa:5087,"PBX1, CAKUHED; PBX homeobox 1
",14
ATP5F1C,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:509,hsa:509,"ATP5F1C, ATP5C, ATP5C1, ATP5CL1; ATP synthase F1 subunit gamma",3
PC,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5091,hsa:5091,"PC, PCB; pyruvate carboxylase
",34
PCBD1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5092,hsa:5092,"PCBD1, DCOH, PCBD, PCD, PHS; pterin-4 alpha-carbinolamine dehydratase 1",5
CDON,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50937,hsa:50937,"CDON, CDO, CDON1, HPE11, Ihog, ORCAM; cell adhesion associated, oncogene regulated",5
PCBP2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5094,hsa:5094,"PCBP2, HNRNPE2, HNRPE2, hnRNP-E2; poly(rC) binding protein 2
",1
PDE11A,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50940,hsa:50940,"PDE11A, PPNAD2; phosphodiesterase 11A",78
FOXP3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50943,hsa:50943,"FOXP3, AIID, DIETER, IPEX, JM2, PIDX, XPID; forkhead box P3
",14
SHANK1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50944,hsa:50944,"SHANK1, SPANK-1, SSTRIP, synamon; SH3 and multiple ankyrin repeat domains 1",4
PCCA,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5095,hsa:5095,PCCA; propionyl-CoA carboxylase subunit alpha,22
PCCB,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5096,hsa:5096,"PCCB; propionyl-CoA carboxylase subunit beta
",22
SOST,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:50964,hsa:50964,"SOST, CDD, DAND6, SOST1, VBCH; sclerostin
",5
ACOX1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51,hsa:51,"ACOX1, ACOX, MITCH, PALMCOX, SCOX; acyl-CoA oxidase 1",64
COQ6,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51004,hsa:51004,"COQ6, CGI-10, CGI10, COQ10D6; coenzyme Q6, monooxygenase
",2
AMDHD2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51005,hsa:51005,"AMDHD2, CGI-14; amidohydrolase domain containing 2
",10
HDDC2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51020,hsa:51020,"HDDC2, C6orf74, CGI-130, NS5ATP2, dJ167O5.2; HD domain containing 2
",35
FIS1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51024,hsa:51024,"FIS1, CGI-135, TTC11; fission, mitochondrial 1
",2
UBXN1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51035,hsa:51035,"UBXN1, 2B28, SAKS1, UBXD10; UBX domain protein 1",2
SERPINA5,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5104,hsa:5104,"SERPINA5, PAI-3, PAI3, PCI, PCI-B, PLANH3, PROCI; serpin family A member 5
",2
PCK1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5105,hsa:5105,"PCK1, PCKDC, PEPCK-C, PEPCK1, PEPCKC; phosphoenolpyruvate carboxykinase 1",49
PRLH,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51052,hsa:51052,"PRLH, PRH, PRRP; prolactin releasing hormone
",1
LAP3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51056,hsa:51056,"LAP3, HEL-S-106, LAP, LAPEP, PEPS; leucine aminopeptidase 3
",31
PCK2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5106,hsa:5106,"PCK2, PEPCK, PEPCK-M, PEPCK2; phosphoenolpyruvate carboxykinase 2, mitochondrial
",49
TXNDC12,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51060,hsa:51060,"TXNDC12, AG1, AGR1, ERP16, ERP18, ERP19, PDIA16, TLP19, hAG-1, hTLP19; thioredoxin domain containing 12
",33
YARS2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51067,hsa:51067,"YARS2, CGI-04, MLASA2, MT-TYRRS, TYRRS; tyrosyl-tRNA synthetase 2",1
DERA,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51071,hsa:51071,"DERA, CGI-26, DEOC; deoxyribose-phosphate aldolase
",13
APIP,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51074,hsa:51074,"APIP, APIP2, CGI-29, CGI29, MMRP19, hAPIP; APAF1 interacting protein
",2
NDUFA13,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51079,hsa:51079,"NDUFA13, B16.6, CDA016, CGI-39, GRIM-19, GRIM19, MC1DN28; ",14
GAL,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51083,hsa:51083,"GAL, ETL8, GAL-GMAP, GALN, GLNN, GMAP; galanin and GMAP prepropeptide",3
CRYL1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51084,hsa:51084,"CRYL1, GDH, HEL30, gul3DH, lambda-CRY; crystallin lambda 1
",2
MLXIPL,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51085,hsa:51085,"MLXIPL, CHREBP, MIO, MLX, MONDOB, WBSCR14, WS-bHLH, bHLHd14; MLX interacting protein like",9
SEPSECS,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51091,hsa:51091,"SEPSECS, LP, PCH2D, SLA, SLA/LP, SecS; Sep (O-phosphoserine) ",4
ADIPOR1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51094,hsa:51094,"ADIPOR1, ACDCR1, CGI-45, CGI45, PAQR1, TESBP1A; adiponectin receptor 1",30
ABHD5,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51099,hsa:51099,"ABHD5, CGI58, IECN2, NCIE2; abhydrolase domain containing 5, lysophosphatidic acid acyltransferase
",2
SH3GLB1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51100,hsa:51100,"SH3GLB1, Bif-1, CGI-61, PPP1R70, dJ612B15.2; SH3 domain containing GRB2 like, endophilin B1
",3
MECR,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51102,hsa:51102,"MECR, CGI-63, DYTOABG, ETR1, FASN2B, NRBF1; mitochondrial trans-2-enoyl-CoA reductase
",62
RDH11,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51109,hsa:51109,"RDH11, ARSDR1, CGI82, HCBP12, MDT1, PSDR1, RALR1, RDJCSS, SCALD, SDR7C1; retinol dehydrogenase 11",20
PCNA,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5111,hsa:5111,"PCNA, ATLD2; proliferating cell nuclear antigen
",3
KMT5B,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51111,hsa:51111,"KMT5B, CGI-85, CGI85, MRD51, SUV420H1; lysine methyltransferase 5B",2
SAR1B,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51128,hsa:51128,"SAR1B, ANDD, CMRD, GTBPB, SARA2; secretion associated Ras related GTPase 1B",4
ANGPTL4,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51129,hsa:51129,"ANGPTL4, ARP4, FIAF, HARP, HFARP, NL2, PGAR, TGQTL, UNQ171, pp1158; angiopoietin like 4
",2
IRAK4,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51135,hsa:51135,"IRAK4, IMD67, IPD1, IRAK-4, NY-REN-64, REN64; interleukin 1 receptor associated kinase 4
",57
HSD17B12,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51144,hsa:51144,"HSD17B12, KAR, SDR12C1; hydroxysteroid 17-beta dehydrogenase 12",79
AADAT,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51166,hsa:51166,"AADAT, KAT2, KATII, KYAT2; aminoadipate aminotransferase
",10
LEF1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51176,hsa:51176,"LEF1, LEF-1, TCF10, TCF1ALPHA, TCF7L3; lymphoid enhancer binding factor 1",72
HAO2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51179,hsa:51179,"HAO2, GIG16, HAOX2; hydroxyacid oxidase 2",8
DCXR,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51181,hsa:51181,"DCXR, DCR, HCR2, HCRII, KIDCR, P34H, PNTSU, SDR20C1, XR; dicarbonyl and L-xylulose reductase
",3
CHMP1A,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:5119,hsa:5119,"CHMP1A, CHMP1, PCH8, PCOLN3, PRSM1, VPS46-1, VPS46A; charged multivesicular body protein 1A",3
PLCE1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:51196,hsa:51196,"PLCE1, NPHS3, PLCE, PPLC; phospholipase C epsilon 1
",239
